Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Chikorita,Mudkip,40.36,43.85,-3.49,728
Pikachu,Voltorb,42.29,45.78,-3.49,154
Phanpy,Exeggcute,43.48,46.97,-3.49,153
Exeggutor,Growlithe,43.24,46.73,-3.49,441
Oddish,Girafarig,43.25,46.74,-3.49,83
Blaziken,Pelipper,47.7,51.2,-3.5,148
Magby,Quilava,48.37,51.87,-3.5,151
Camerupt,Ampharos,42.29,45.78,-3.5,292
Marshtomp,Grovyle,47.83,51.33,-3.5,138
Vigoroth,Sandshrew,41.44,44.94,-3.5,211
Vaporeon,Typhlosion,46.51,50.01,-3.5,350
Croconaw,Hoothoot,42.61,46.12,-3.51,218
Geodude,Pupitar,39.78,43.28,-3.51,150
Sandslash,Vileplume,43.93,47.44,-3.51,265
Slakoth,Mudkip,40.52,44.03,-3.51,739
Girafarig,Rapidash,45.72,49.23,-3.51,340
Mareep,Voltorb,41.44,44.95,-3.51,160
Dugtrio,Ampharos,43.95,47.46,-3.51,266
Wartortle,Cubone,43.34,46.85,-3.51,207
Gloom,Flygon,44.55,48.07,-3.52,343
Gloom,Rapidash,43.88,47.41,-3.52,374
Golem,Ampharos,43.3,46.83,-3.52,292
Flaaffy,Staryu,43.6,47.12,-3.52,438
Skarmory,Bellossom,42.88,46.41,-3.52,270
Persian,Cradily,44.1,47.62,-3.52,333
Noctowl,Vileplume,44.61,48.12,-3.52,294
Slugma,Marowak,40.96,44.48,-3.52,62
Exeggcute,Miltank,41.72,45.24,-3.52,169
Cacturne,Snorlax,44.87,48.4,-3.53,338
Pikachu,Tentacool,41.27,44.8,-3.53,319
Trapinch,Donphan,47.71,51.25,-3.53,129
Tyranitar,Ampharos,44.95,48.48,-3.53,291
Natu,Skarmory,45.38,48.92,-3.54,55
Staryu,Sandslash,40.86,44.41,-3.54,333
Crobat,Gloom,43.69,47.22,-3.54,408
Meganium,Pupitar,47.44,50.98,-3.54,139
Slakoth,Eevee,40.73,44.27,-3.54,255
Cacnea,Gloom,41.01,44.55,-3.54,84
Sandslash,Magneton,42.06,45.61,-3.55,349
Dugtrio,Growlithe,43.53,47.08,-3.55,386
Natu,Gloom,41.76,45.31,-3.55,137
Chikorita,Squirtle,40.07,43.63,-3.56,693
Mareep,Eevee,41.05,44.61,-3.56,329
Flareon,Camerupt,44.02,47.58,-3.56,407
Bayleef,Larvitar,43.83,47.39,-3.56,326
Raticate,Camerupt,46.28,49.84,-3.56,62
Ninetales,Pidgeotto,42.55,46.12,-3.57,421
Phanpy,Psyduck,42.64,46.22,-3.57,167
Grovyle,Chansey,42.16,45.73,-3.57,187
Pikachu,Onix,42.28,45.86,-3.57,161
Psyduck,Camerupt,39.79,43.37,-3.57,133
Flaaffy,Slaking,44.47,48.05,-3.58,343
Wartortle,Pidgeotto,42.47,46.05,-3.58,143
Cubone,Slaking,41.37,44.95,-3.58,60
Vaporeon,Pidgeotto,43.68,47.26,-3.58,380
Diglett,Psyduck,39.08,42.66,-3.58,151
Golbat,Gloom,46.59,50.16,-3.58,149
Psyduck,Snorlax,41.87,45.45,-3.58,67
Diglett,Wartortle,41.63,45.22,-3.58,129
Slowpoke,Camerupt,42.72,46.31,-3.59,74
Ponyta,Marill,44.42,48.01,-3.59,229
Staryu,Scyther,44.76,48.35,-3.59,342
Eevee,Plusle,43.92,47.5,-3.59,155
Exeggutor,Skarmory,44.81,48.39,-3.59,352
Geodude,Marowak,40.68,44.27,-3.59,66
Porygon,Magnemite,40.46,44.05,-3.59,77
Golbat,Noctowl,49.55,53.15,-3.6,64
Voltorb,Growlithe,41.68,45.28,-3.6,142
Marill,Growlithe,40.81,44.41,-3.6,118
Grovyle,Pidgeotto,44.11,47.7,-3.6,136
Graveler,Skarmory,43.93,47.53,-3.6,361
Combusken,Trapinch,48.0,51.61,-3.61,162
Elekid,Pidgeotto,44.35,47.95,-3.61,73
Cacturne,Golduck,43.38,46.99,-3.61,424
Combusken,Gloom,46.61,50.22,-3.61,71
Quilava,Exeggcute,43.62,47.23,-3.61,202
Exeggutor,Pelipper,42.65,46.28,-3.62,428
Psyduck,Pupitar,39.61,43.23,-3.62,153
Magby,Graveler,45.6,49.22,-3.62,62
Grovyle,Graveler,44.41,48.03,-3.62,149
Natu,Wartortle,44.15,47.77,-3.62,233
Feraligatr,Steelix,43.81,47.43,-3.62,366
Pikachu,Growlithe,43.23,46.86,-3.63,57
Slowpoke,Sunkern,41.34,44.97,-3.63,343
Eevee,Vigoroth,41.74,45.38,-3.63,152
Camerupt,Blissey,44.94,48.57,-3.63,341
Blaziken,Staryu,45.71,49.34,-3.63,151
Vulpix,Camerupt,40.17,43.8,-3.63,79
Miltank,Starmie,45.53,49.17,-3.64,347
Cubone,Magcargo,41.55,45.2,-3.64,77
Growlithe,Camerupt,41.76,45.41,-3.64,396
Cubone,Smeargle,42.39,46.03,-3.64,256
Diglett,Trapinch,40.51,44.14,-3.64,158
Natu,Starmie,46.26,49.9,-3.64,61
Electabuzz,Azumarill,45.1,48.75,-3.65,345
Magby,Magnemite,47.37,51.02,-3.65,157
Pikachu,Larvitar,41.84,45.49,-3.65,297
Treecko,Zubat,43.24,46.89,-3.65,253
Mantine,Staryu,45.05,48.7,-3.65,139
Marowak,Vileplume,43.33,46.98,-3.65,276
Natu,Pidgeotto,42.78,46.43,-3.65,119
Persian,Staryu,42.12,45.78,-3.66,426
Oddish,Meowth,39.49,43.14,-3.66,356
Magcargo,Tyranitar,43.3,46.96,-3.66,295
Smeargle,Exeggcute,41.11,44.77,-3.66,233
Wartortle,Graveler,42.72,46.38,-3.66,162
Staryu,Moltres,44.64,48.3,-3.66,288
Slowbro,Vibrava,43.96,47.63,-3.67,431
Marowak,Azumarill,41.22,44.89,-3.67,356
Quilava,Graveler,44.35,48.02,-3.67,143
Zubat,Sunflora,43.91,47.58,-3.67,163
Wartortle,Trapinch,42.64,46.32,-3.68,195
Golbat,Lileep,47.25,50.92,-3.68,142
Camerupt,Typhlosion,43.65,47.33,-3.68,336
Lileep,Blissey,44.66,48.34,-3.68,368
Raticate,Smeargle,46.81,50.49,-3.68,167
Growlithe,Snorlax,43.81,47.49,-3.68,341
Elekid,Wartortle,45.61,49.3,-3.68,151
Minun,Skarmory,46.75,50.44,-3.69,70
Treecko,Cacnea,42.29,45.98,-3.69,257
Voltorb,Steelix,39.83,43.52,-3.69,76
Magby,Grovyle,48.2,51.89,-3.69,151
Marill,Skarmory,42.38,46.08,-3.69,83
Pelipper,Graveler,41.72,45.41,-3.69,414
Miltank,Pelipper,42.38,46.07,-3.69,443
Flareon,Staryu,42.54,46.23,-3.69,443
Pikachu,Sunkern,40.86,44.56,-3.7,314
Vigoroth,Vibrava,42.93,46.63,-3.7,147
Vigoroth,Smeargle,42.78,46.48,-3.7,208
Vibrava,Skarmory,44.17,47.87,-3.7,379
Cacturne,Gloom,41.62,45.33,-3.7,439
Grovyle,Hoothoot,43.32,47.03,-3.7,228
Slugma,Graveler,40.38,44.09,-3.71,137
Trapinch,Voltorb,41.02,44.73,-3.71,226
Charmeleon,Staryu,45.74,49.45,-3.71,129
Magby,Vigoroth,46.43,50.14,-3.71,147
Rattata,Chikorita,41.07,44.78,-3.71,662
Swampert,Snorlax,47.05,50.76,-3.71,56
Golbat,Pelipper,47.94,51.66,-3.71,145
Tentacruel,Raichu,44.92,48.64,-3.72,350
Golem,Magneton,41.62,45.34,-3.72,321
Slakoth,Cubone,41.94,45.66,-3.72,65
Natu,Hoothoot,42.03,45.75,-3.72,248
Treecko,Chikorita,41.27,44.99,-3.72,745
Trapinch,Marill,40.12,43.86,-3.73,226
Pupitar,Manectric,44.47,48.2,-3.73,359
Typhlosion,Bellossom,42.93,46.66,-3.73,284
Numel,Vigoroth,43.68,47.42,-3.73,160
Vaporeon,Starmie,47.0,50.73,-3.73,313
Cyndaquil,Pikachu,43.36,47.09,-3.74,282
Blaziken,Electrode,49.86,53.6,-3.74,140
Cubone,Skarmory,44.26,48.0,-3.74,72
Cacturne,Pidgeotto,42.7,46.45,-3.74,421
Quilava,Staryu,42.47,46.2,-3.74,150
Miltank,Noctowl,43.83,47.56,-3.74,341
Electrode,Bellossom,42.94,46.69,-3.75,266
Persian,Noctowl,45.38,49.13,-3.75,325
Chansey,Graveler,39.32,43.06,-3.75,126
Magneton,Tyranitar,43.24,47.0,-3.75,234
Cacnea,Eevee,41.33,45.08,-3.75,319
Ivysaur,Marowak,46.23,49.98,-3.75,77
Marowak,Magneton,41.4,45.15,-3.75,378
Minun,Pelipper,44.57,48.32,-3.75,160
Whismur,Graveler,43.99,47.74,-3.76,87
Persian,Skarmory,46.0,49.75,-3.76,351
Marill,Golem,40.74,44.5,-3.76,67
Donphan,Steelix,46.27,50.03,-3.76,329
Plusle,Voltorb,44.08,47.84,-3.76,232
Ponyta,Lileep,45.02,48.78,-3.76,156
Zubat,Growlithe,43.64,47.41,-3.77,57
Girafarig,Pupitar,41.38,45.15,-3.77,395
Girafarig,Pelipper,42.02,45.78,-3.77,417
Golduck,Rapidash,45.3,49.07,-3.77,366
Squirtle,Oddish,41.22,44.99,-3.77,268
Spearow,Psyduck,42.71,46.48,-3.78,258
Minun,Sandshrew,43.14,46.92,-3.78,215
Typhlosion,Tyranitar,46.24,50.03,-3.78,307
Natu,Slugma,41.7,45.48,-3.78,251
Mareep,Magnemite,43.55,47.33,-3.78,161
Natu,Psyduck,41.43,45.22,-3.78,226
Hoothoot,Pelipper,40.62,44.4,-3.78,142
Magmar,Golem,43.83,47.61,-3.78,345
Chansey,Camerupt,38.82,42.61,-3.79,143
Slowpoke,Meowth,39.76,43.55,-3.79,369
Magikarp,Sunflora,35.57,39.38,-3.8,179
Golduck,Electrike,41.94,45.73,-3.8,424
Magmar,Pidgeotto,42.89,46.7,-3.8,427
Raichu,Bellossom,43.09,46.89,-3.8,289
Wartortle,Hoothoot,41.57,45.37,-3.8,240
Girafarig,Skarmory,44.1,47.91,-3.81,340
Vulpix,Tentacruel,41.08,44.88,-3.81,76
Quilava,Pupitar,43.62,47.42,-3.81,173
Slowpoke,Lileep,42.27,46.08,-3.81,71
Ninetales,Starmie,45.79,49.59,-3.81,295
Jolteon,Steelix,44.58,48.39,-3.81,316
Spearow,Staryu,42.4,46.22,-3.81,134
Girafarig,Vibrava,42.28,46.08,-3.81,412
Charmeleon,Lileep,46.76,50.58,-3.82,148
Psyduck,Ninetales,41.09,44.91,-3.82,152
Oddish,Pidgeotto,42.21,46.03,-3.82,79
Vigoroth,Chansey,40.17,43.99,-3.82,220
Voltorb,Chansey,38.66,42.48,-3.82,235
Magby,Pidgeotto,45.07,48.89,-3.82,73
Electrike,Raichu,44.35,48.16,-3.82,370
Slowbro,Tentacruel,44.08,47.91,-3.83,425
Girafarig,Flygon,46.07,49.89,-3.83,310
Mareep,Onix,41.19,45.02,-3.83,158
Whismur,Staryu,42.09,45.93,-3.84,74
Slowbro,Cacturne,44.84,48.7,-3.85,372
Slowbro,Typhlosion,45.86,49.71,-3.85,381
Magmar,Feraligatr,46.51,50.36,-3.85,359
Pupitar,Rapidash,44.41,48.26,-3.85,347
Vibrava,Electrike,42.01,45.86,-3.85,430
Raticate,Pupitar,45.84,49.7,-3.86,58
Electabuzz,Steelix,44.48,48.34,-3.86,363
Smeargle,Staryu,39.89,43.75,-3.86,140
Slugma,Azumarill,39.37,43.23,-3.86,64
Croconaw,Onix,42.77,46.62,-3.86,223
Vaporeon,Skarmory,45.89,49.75,-3.86,347
Snorlax,Tyranitar,45.37,49.23,-3.86,299
Persian,Gloom,42.28,46.14,-3.86,442
Electrike,Graveler,41.65,45.52,-3.87,428
Sandslash,Azumarill,41.48,45.36,-3.87,340
Treecko,Squirtle,40.11,43.97,-3.87,757
Vaporeon,Ninetales,44.81,48.67,-3.87,419
Flareon,Golem,44.75,48.62,-3.87,342
Miltank,Pidgeotto,41.83,45.7,-3.87,423
Trapinch,Azumarill,40.57,44.45,-3.88,62
Minun,Electrike,44.55,48.43,-3.88,143
Cacturne,Skarmory,45.05,48.94,-3.88,350
Blaziken,Starmie,50.42,54.3,-3.88,72
Tentacruel,Growlithe,42.61,46.49,-3.88,430
Scyther,Bellossom,45.16,49.04,-3.88,287
Chansey,Cradily,39.2,43.09,-3.89,69
Slakoth,Wingull,41.49,45.38,-3.89,225
Dugtrio,Pidgeotto,42.36,46.25,-3.9,433
Lileep,Skarmory,42.94,46.84,-3.9,349
Golduck,Raichu,44.33,48.23,-3.9,356
Sunflora,Magcargo,41.5,45.39,-3.9,73
Growlithe,Golduck,42.18,46.08,-3.9,418
Oddish,Vibrava,42.81,46.7,-3.9,76
Flareon,Noctowl,45.67,49.58,-3.9,320
Wingull,Quilava,44.31,48.21,-3.9,168
Pupitar,Blastoise,46.48,50.38,-3.9,369
Persian,Camerupt,43.23,47.14,-3.91,419
Wingull,Camerupt,41.19,45.1,-3.91,76
Mudkip,Phanpy,42.69,46.6,-3.91,299
Chikorita,Sunflora,41.77,45.68,-3.91,69
Exeggutor,Snorlax,43.95,47.86,-3.91,330
Plusle,Lileep,43.82,47.73,-3.92,157
Raticate,Wartortle,47.39,51.31,-3.92,169
Cubone,Growlithe,42.41,46.34,-3.92,139
Golbat,Magcargo,47.05,50.97,-3.92,79
Blaziken,Camerupt,46.78,50.7,-3.92,141
Rattata,Wingull,41.42,45.34,-3.92,245
Marowak,Ampharos,42.71,46.63,-3.93,269
Spearow,Sandslash,44.95,48.88,-3.93,79
Vigoroth,Slugma,41.09,45.02,-3.93,226
Vaporeon,Tyranitar,45.88,49.83,-3.94,264
Combusken,Growlithe,48.23,52.17,-3.94,78
Exeggutor,Rapidash,45.78,49.72,-3.94,356
Sunflora,Hoothoot,41.09,45.03,-3.94,230
Exeggutor,Girafarig,42.67,46.61,-3.94,438
Miltank,Tentacruel,42.71,46.66,-3.95,423
Slowbro,Graveler,43.34,47.29,-3.95,405
Growlithe,Vileplume,43.14,47.09,-3.95,286
Chikorita,Mareep,41.22,45.17,-3.95,242
Girafarig,Golem,42.38,46.33,-3.95,348
Crobat,Ampharos,45.58,49.55,-3.96,260
Vigoroth,Magcargo,41.69,45.65,-3.96,65
Porygon,Sandshrew,36.93,40.89,-3.96,72
Larvitar,Flaaffy,44.11,48.07,-3.96,82
Voltorb,Gloom,39.38,43.34,-3.96,137
Vigoroth,Cubone,42.8,46.77,-3.96,222
Gloom,Feraligatr,43.28,47.25,-3.97,364
Sandshrew,Pidgeotto,39.71,43.68,-3.97,137
Golbat,Pidgeotto,47.32,51.28,-3.97,150
Squirtle,Psyduck,38.48,42.45,-3.97,80
Growlithe,Graveler,41.9,45.86,-3.97,404
Geodude,Gloom,38.45,42.43,-3.98,165
Exeggutor,Golem,42.83,46.81,-3.98,370
Psyduck,Electrike,39.99,43.98,-3.98,135
Sunkern,Gloom,38.14,42.12,-3.98,77
Skarmory,Vileplume,44.77,48.75,-3.98,297
Wingull,Spearow,44.24,48.22,-3.98,179
Porygon2,Magneton,46.66,50.64,-3.98,68
Trapinch,Psyduck,39.79,43.77,-3.98,210
Croconaw,Girafarig,43.53,47.5,-3.98,154
Ninetales,Manectric,45.9,49.88,-3.98,352
Pidgey,Magnemite,44.48,48.47,-3.99,148
Magmar,Growlithe,43.53,47.52,-3.99,397
Persian,Tyranitar,45.83,49.83,-4.0,278
Cubone,Sandshrew,40.48,44.48,-4.0,227
Grovyle,Lileep,43.35,47.34,-4.0,141
Cyndaquil,Sunflora,42.78,46.78,-4.0,73
Meowth,Wartortle,39.16,43.16,-4.0,167
Electrike,Starmie,44.66,48.66,-4.0,320
Cacnea,Diglett,40.83,44.84,-4.01,366
Bayleef,Gloom,42.79,46.8,-4.01,65
Meowth,Staryu,36.32,40.34,-4.01,74
Slugma,Magcargo,39.42,43.45,-4.02,70
Persian,Vileplume,44.8,48.81,-4.02,280
Ivysaur,Noctowl,47.1,51.12,-4.02,71
Magnemite,Slugma,41.86,45.89,-4.03,225
Tentacruel,Camerupt,41.5,45.53,-4.03,397
Tentacool,Camerupt,39.32,43.35,-4.03,78
Porygon,Exeggcute,37.43,41.46,-4.03,84
Slugma,Flaaffy,43.62,47.66,-4.04,155
Vigoroth,Cradily,42.28,46.32,-4.04,61
Marshtomp,Pelipper,44.66,48.7,-4.05,66
Dugtrio,Manectric,45.95,50.0,-4.05,329
Bulbasaur,Oddish,44.45,48.5,-4.05,247
Pupitar,Marowak,41.11,45.16,-4.05,346
Grovyle,Sandshrew,42.62,46.67,-4.05,199
Spearow,Chansey,41.67,45.72,-4.05,237
Exeggutor,Miltank,42.85,46.89,-4.05,451
Treecko,Voltorb,40.71,44.77,-4.05,87
Ninetales,Girafarig,42.78,46.83,-4.05,409
Magmar,Gloom,41.52,45.58,-4.05,446
Pidgey,Lileep,41.92,45.98,-4.06,73
Psyduck,Slaking,38.88,42.94,-4.06,78
Cacturne,Pelipper,42.76,46.81,-4.06,409
Mareep,Gloom,40.01,44.08,-4.07,79
Charmander,Mareep,44.94,49.01,-4.07,256
Growlithe,Cradily,41.82,45.89,-4.07,344
Swampert,Steelix,43.79,47.86,-4.08,57
Sandslash,Slaking,41.25,45.33,-4.08,308
Cacnea,Pidgeotto,41.59,45.67,-4.08,76
Sunkern,Growlithe,39.98,44.06,-4.09,62
Slowbro,Cradily,43.22,47.31,-4.09,327
Crobat,Golem,45.17,49.25,-4.09,353
Vigoroth,Skarmory,44.36,48.45,-4.09,65
Gloom,Moltres,44.58,48.67,-4.09,290
Magby,Onix,44.62,48.72,-4.09,160
Flygon,Steelix,44.16,48.25,-4.09,357
Sandslash,Tropius,42.27,46.36,-4.09,270
Camerupt,Rapidash,44.3,48.4,-4.1,357
Loudred,Steelix,46.84,50.95,-4.1,72
Skarmory,Azumarill,42.56,46.66,-4.1,371
Girafarig,Noctowl,43.18,47.28,-4.1,316
Electrike,Skarmory,43.58,47.68,-4.1,352
Crobat,Pelipper,44.6,48.72,-4.11,446
Cacnea,Graveler,41.89,46.0,-4.11,65
Ponyta,Chansey,43.04,47.16,-4.12,213
Treecko,Trapinch,41.17,45.29,-4.12,81
Bayleef,Grovyle,46.8,50.92,-4.12,139
Flaaffy,Steelix,43.55,47.67,-4.12,344
Electrike,Golem,41.98,46.1,-4.12,348
Vaporeon,Pelipper,43.5,47.63,-4.13,402
Larvitar,Natu,41.76,45.89,-4.13,144
Voltorb,Pelipper,40.69,44.83,-4.13,143
Pupitar,Tyranitar,42.88,47.01,-4.13,310
Vigoroth,Onix,41.66,45.79,-4.13,242
Pidgeotto,Lileep,40.22,44.35,-4.13,430
Plusle,Growlithe,44.79,48.92,-4.13,134
Flareon,Marowak,44.3,48.43,-4.13,346
Magmar,Raichu,45.53,49.67,-4.14,378
Charmeleon,Noctowl,48.67,52.8,-4.14,81
Crobat,Slaking,43.65,47.78,-4.14,367
Chansey,Pidgeotto,38.59,42.73,-4.14,142
Sunkern,Trapinch,39.37,43.51,-4.14,154
Golem,Vileplume,43.03,47.17,-4.14,259
Charmeleon,Pidgeotto,46.8,50.94,-4.14,135
Trapinch,Marowak,41.56,45.7,-4.14,73
Vulpix,Spearow,42.77,46.92,-4.15,147
Feraligatr,Tropius,44.69,48.84,-4.15,269
Lileep,Tyranitar,42.77,46.92,-4.15,290
Growlithe,Starmie,44.86,49.0,-4.15,311
Wartortle,Girafarig,42.59,46.75,-4.16,133
Growlithe,Girafarig,42.08,46.24,-4.16,408
Croconaw,Electrike,43.12,47.28,-4.16,145
Flareon,Ampharos,44.75,48.91,-4.16,278
Cubone,Golem,42.25,46.42,-4.17,68
Slugma,Sandslash,40.77,44.94,-4.17,60
Chikorita,Smeargle,41.03,45.2,-4.17,70
Phanpy,Onix,43.08,47.25,-4.17,169
Magby,Meowth,41.83,46.0,-4.17,307
Chansey,Azumarill,38.03,42.2,-4.17,62
Sunflora,Exeggcute,41.08,45.25,-4.17,221
Tropius,Bellossom,40.21,44.38,-4.17,289
Psyduck,Tentacruel,40.27,44.45,-4.18,135
Eevee,Croconaw,42.03,46.21,-4.18,146
Swampert,Gloom,43.49,47.69,-4.19,132
Larvitar,Girafarig,40.68,44.88,-4.19,71
Electrode,Slaking,42.73,46.92,-4.19,344
Gloom,Manectric,43.15,47.34,-4.19,356
Swampert,Cradily,44.97,49.16,-4.19,67
Ninetales,Camerupt,41.8,46.0,-4.19,401
Mareep,Hoothoot,40.32,44.52,-4.2,149
Chansey,Girafarig,39.24,43.44,-4.2,139
Golbat,Growlithe,47.91,52.11,-4.2,124
Snorlax,Slaking,41.89,46.11,-4.21,352
Gloom,Raichu,42.36,46.56,-4.21,332
Pidgey,Pelipper,42.49,46.71,-4.22,73
Bulbasaur,Magnemite,45.07,49.3,-4.23,90
Sunkern,Pupitar,38.74,42.98,-4.23,81
Plusle,Sandslash,45.04,49.27,-4.23,75
Slowbro,Staryu,41.24,45.48,-4.23,395
Blaziken,Snorlax,48.54,52.78,-4.24,57
Magmar,Golduck,43.0,47.24,-4.24,401
Natu,Sandshrew,41.16,45.4,-4.24,232
Grovyle,Magneton,43.18,47.42,-4.24,67
Pidgey,Trapinch,42.37,46.61,-4.24,158
Larvitar,Lileep,39.57,43.81,-4.24,73
Golem,Azumarill,40.83,45.09,-4.25,317
Golduck,Manectric,44.75,49.0,-4.25,366
Ninetales,Raichu,44.85,49.1,-4.25,333
Minun,Pupitar,43.44,47.69,-4.25,151
Cubone,Lileep,40.89,45.15,-4.26,158
Staryu,Skarmory,41.45,45.72,-4.26,339
Plusle,Manectric,47.58,51.84,-4.26,67
Persian,Raichu,45.98,50.24,-4.26,361
Numel,Magnemite,44.02,48.3,-4.27,138
Golem,Marowak,42.06,46.34,-4.28,386
Golduck,Blissey,44.96,49.24,-4.28,350
Skarmory,Steelix,41.98,46.26,-4.28,369
Zubat,Girafarig,43.01,47.28,-4.28,61
Trapinch,Slaking,40.14,44.42,-4.28,59
Croconaw,Chansey,40.54,44.83,-4.28,216
Dugtrio,Graveler,42.29,46.58,-4.29,418
Tentacruel,Pidgeotto,41.37,45.66,-4.29,406
Phanpy,Magnemite,45.27,49.56,-4.29,153
Electrike,Noctowl,42.76,47.05,-4.29,341
Persian,Marowak,43.7,47.98,-4.29,357
Exeggutor,Lileep,41.26,45.55,-4.29,428
Growlithe,Pidgeotto,41.24,45.53,-4.3,393
Magikarp,Natu,35.79,40.09,-4.3,172
Slugma,Snorlax,41.4,45.72,-4.31,80
Vibrava,Flygon,45.55,49.86,-4.31,333
Exeggutor,Typhlosion,44.34,48.66,-4.31,372
Marowak,Tropius,41.58,45.9,-4.32,304
Ponyta,Steelix,43.88,48.2,-4.32,69
Hoothoot,Chansey,37.74,42.05,-4.32,224
Blaziken,Pidgeotto,46.51,50.83,-4.32,137
Bulbasaur,Tentacool,41.62,45.95,-4.33,260
Diglett,Staryu,38.06,42.39,-4.33,80
Voltorb,Exeggcute,39.66,44.0,-4.33,203
Wartortle,Growlithe,42.54,46.88,-4.33,157
Staryu,Rapidash,42.7,47.04,-4.34,349
Persian,Pupitar,42.66,47.0,-4.34,412
Meowth,Cubone,38.28,42.62,-4.34,165
Vulpix,Quilava,42.57,46.91,-4.34,156
Natu,Slaking,41.53,45.87,-4.34,84
Ninetales,Sandslash,42.97,47.3,-4.34,375
Charmander,Eevee,43.59,47.93,-4.34,250
Phanpy,Meowth,40.19,44.54,-4.35,335
Vibrava,Manectric,44.78,49.13,-4.35,365
Slakoth,Squirtle,39.46,43.81,-4.35,740
Gloom,Noctowl,41.1,45.45,-4.35,352
Bayleef,Hoothoot,42.9,47.25,-4.35,156
Voltorb,Magcargo,39.79,44.14,-4.35,75
Vibrava,Pupitar,40.77,45.11,-4.35,445
Mantine,Noctowl,47.69,52.05,-4.36,86
Tentacool,Voltorb,38.86,43.23,-4.36,164
Smeargle,Lileep,40.51,44.87,-4.36,137
Eevee,Growlithe,40.57,44.95,-4.37,64
Psyduck,Cradily,39.48,43.85,-4.37,53
Persian,Ampharos,44.09,48.47,-4.38,279
Raticate,Vibrava,46.26,50.64,-4.38,79
Tyranitar,Bellossom,42.1,46.48,-4.38,249
Lileep,Typhlosion,42.72,47.1,-4.38,366
Porygon,Trapinch,37.81,42.19,-4.38,85
Magneton,Vileplume,41.59,45.98,-4.39,261
Magcargo,Vileplume,41.56,45.95,-4.39,282
Slaking,Ampharos,40.96,45.36,-4.39,294
Cradily,Steelix,39.74,44.12,-4.39,338
Ninetales,Marowak,42.45,46.84,-4.39,354
Voltorb,Noctowl,41.93,46.32,-4.39,72
Vaporeon,Staryu,41.39,45.78,-4.39,418
Vaporeon,Snorlax,44.83,49.22,-4.39,358
Croconaw,Sandshrew,41.38,45.77,-4.39,221
Sunkern,Grovyle,41.84,46.23,-4.39,157
Slakoth,Vulpix,39.69,44.08,-4.39,272
Snorlax,Tropius,42.74,47.13,-4.39,261
Mudkip,Exeggcute,39.02,43.42,-4.4,78
Chikorita,Sandshrew,39.25,43.65,-4.4,70
Electrode,Gloom,41.96,46.36,-4.4,422
Ninetales,Tyranitar,44.29,48.69,-4.4,248
Marill,Pelipper,39.56,43.95,-4.4,139
Magmar,Sandslash,43.47,47.88,-4.4,318
Treecko,Pidgey,42.25,46.65,-4.4,270
Vaporeon,Feraligatr,46.51,50.92,-4.41,381
Staryu,Blissey,42.8,47.22,-4.41,338
Rattata,Squirtle,39.35,43.77,-4.42,694
Wingull,Pidgeotto,40.81,45.23,-4.42,75
Mudkip,Smeargle,39.98,44.4,-4.42,69
Vibrava,Snorlax,42.92,47.33,-4.42,359
Persian,Sandslash,44.02,48.45,-4.43,353
Vigoroth,Psyduck,40.32,44.75,-4.43,236
Flareon,Golduck,43.82,48.25,-4.44,408
Chikorita,Hoothoot,39.56,44.0,-4.44,80
Sunkern,Sunflora,39.8,44.24,-4.44,165
Minun,Growlithe,44.33,48.77,-4.45,141
Mareep,Psyduck,39.53,43.98,-4.45,155
Magnemite,Sandshrew,41.35,45.81,-4.46,228
Geodude,Lileep,38.73,43.19,-4.46,131
Ponyta,Sandslash,45.86,50.31,-4.46,76
Torchic,Pikachu,43.91,48.37,-4.46,253
Cyndaquil,Onix,41.14,45.6,-4.46,94
Sunflora,Psyduck,40.04,44.5,-4.46,213
Gloom,Starmie,42.6,47.06,-4.46,374
Marill,Snorlax,41.07,45.54,-4.47,68
Cacturne,Noctowl,43.84,48.31,-4.47,335
Cacturne,Ninetales,43.39,47.86,-4.47,452
Elekid,Natu,45.2,49.67,-4.47,173
Zubat,Onix,41.93,46.41,-4.47,154
Hoothoot,Azumarill,39.02,43.5,-4.47,75
Torchic,Hoothoot,41.89,46.37,-4.48,99
Croconaw,Lileep,41.96,46.44,-4.48,149
Elekid,Girafarig,44.18,48.66,-4.48,68
Lileep,Ampharos,41.08,45.55,-4.48,280
Wingull,Trapinch,41.02,45.5,-4.48,167
Cacturne,Staryu,40.48,44.96,-4.48,380
Meganium,Sandslash,47.95,52.43,-4.48,77
Exeggutor,Marowak,42.14,46.62,-4.48,360
Charmander,Numel,45.5,49.97,-4.48,255
Pikachu,Minun,44.79,49.27,-4.48,126
Quilava,Cradily,43.56,48.05,-4.49,56
Golduck,Golem,41.67,46.16,-4.49,401
Wartortle,Camerupt,41.43,45.92,-4.49,124
Onix,Magcargo,39.73,44.22,-4.49,86
Tentacruel,Electrike,41.66,46.14,-4.49,402
Girafarig,Sandslash,42.1,46.59,-4.5,383
Growlithe,Golem,41.95,46.45,-4.5,338
Feraligatr,Bellossom,43.08,47.58,-4.5,272
Flaaffy,Cradily,44.46,48.97,-4.5,323
Azumarill,Ampharos,40.88,45.38,-4.5,288
Swampert,Pidgeotto,44.31,48.8,-4.5,151
Camerupt,Skarmory,42.56,47.07,-4.51,319
