Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Xatu,Magcargo,46.49,48.42,-1.94,214
Raichu,Electabuzz,48.49,50.45,-1.95,207
Tyranitar,Magneton,46.12,48.09,-1.97,198
Jolteon,Graveler,44.72,46.69,-1.97,238
Starmie,Tropius,45.31,47.28,-1.97,221
Rapidash,Golduck,44.82,46.81,-1.99,244
Raichu,Pupitar,44.41,46.4,-1.99,218
Flareon,Cradily,43.76,45.77,-2.0,239
Scyther,Vibrava,45.19,47.2,-2.01,239
Snorlax,Cradily,44.23,46.25,-2.01,254
Ampharos,Marowak,46.17,48.2,-2.02,200
Typhlosion,Tropius,45.17,47.2,-2.02,201
Typhlosion,Vaporeon,44.94,46.97,-2.03,232
Jolteon,Pupitar,44.15,46.19,-2.04,241
Starmie,Sandslash,45.84,47.88,-2.04,239
Starmie,Magmar,44.96,47.02,-2.05,249
Blastoise,Golduck,45.83,47.88,-2.05,211
Electabuzz,Magmar,45.38,47.42,-2.05,201
Raichu,Tropius,45.7,47.75,-2.06,195
Electabuzz,Graveler,44.78,46.84,-2.06,222
Feraligatr,Tropius,44.97,47.03,-2.06,250
Xatu,Persian,47.7,49.75,-2.06,215
Rapidash,Gloom,43.77,45.85,-2.08,221
Manectric,Golduck,44.36,46.45,-2.09,215
Electrode,Dugtrio,44.95,47.03,-2.09,196
Feraligatr,Marowak,44.8,46.89,-2.09,240
Manectric,Slowbro,45.38,47.47,-2.09,207
Jolteon,Persian,45.94,48.03,-2.09,203
Noctowl,Tentacruel,43.26,45.35,-2.09,211
Vileplume,Golem,46.0,48.09,-2.09,204
Vileplume,Pelipper,44.65,46.75,-2.1,191
Snorlax,Dugtrio,44.33,46.44,-2.11,219
Electabuzz,Pelipper,44.44,46.55,-2.12,218
Blastoise,Tentacruel,46.24,48.37,-2.12,224
Xatu,Miltank,45.72,47.84,-2.12,194
Exploud,Golem,44.67,46.8,-2.14,206
Electabuzz,Steelix,44.84,46.98,-2.14,226
Manectric,Steelix,45.2,47.35,-2.15,230
Skarmory,Vibrava,44.17,46.32,-2.15,217
Xatu,Slowbro,46.51,48.67,-2.16,232
Rapidash,Magcargo,45.42,47.58,-2.16,249
Donphan,Tropius,48.37,50.53,-2.16,208
Xatu,Tentacruel,45.98,48.14,-2.16,232
Electabuzz,Azumarill,45.13,47.3,-2.17,223
Bellossom,Pidgeotto,43.96,46.14,-2.18,206
Persian,Cradily,43.5,45.69,-2.18,254
Manectric,Miltank,44.46,46.64,-2.18,230
Bellossom,Steelix,44.68,46.86,-2.18,237
Rapidash,Staryu,44.19,46.38,-2.19,201
Electrode,Sandslash,45.04,47.24,-2.2,225
Bellossom,Magcargo,44.52,46.73,-2.21,233
Electabuzz,Snorlax,46.52,48.73,-2.21,210
Rapidash,Dugtrio,46.6,48.82,-2.22,221
Xatu,Girafarig,45.95,48.17,-2.22,216
Flygon,Ninetales,45.44,47.67,-2.23,230
Typhlosion,Crobat,45.01,47.24,-2.23,234
Tyranitar,Pupitar,45.08,47.31,-2.23,226
Xatu,Ninetales,45.94,48.18,-2.24,193
Blissey,Miltank,43.8,46.03,-2.24,235
Blissey,Magmar,44.93,47.2,-2.26,206
Feraligatr,Golem,44.98,47.24,-2.26,227
Dugtrio,Miltank,41.71,43.97,-2.26,218
Electabuzz,Slowbro,44.82,47.09,-2.27,222
Xatu,Slaking,45.46,47.75,-2.29,215
Bellossom,Miltank,43.84,46.14,-2.3,214
Blissey,Tropius,45.15,47.46,-2.31,231
Scyther,Magcargo,44.62,46.94,-2.31,242
Bellossom,Ninetales,44.16,46.48,-2.32,223
Feraligatr,Persian,45.2,47.52,-2.32,224
Raichu,Pidgeotto,43.99,46.33,-2.33,219
Vileplume,Pidgeotto,44.12,46.45,-2.33,247
Exploud,Flareon,44.84,47.17,-2.33,241
Electrode,Ninetales,43.22,45.55,-2.33,208
Flygon,Graveler,45.58,47.91,-2.33,192
Snorlax,Persian,44.2,46.53,-2.33,219
Snorlax,Sandslash,44.32,46.65,-2.33,223
Typhlosion,Steelix,44.14,46.48,-2.34,244
Xatu,Electrike,45.06,47.4,-2.34,210
Starmie,Magneton,44.37,46.71,-2.34,231
Flaaffy,Pidgeotto,44.66,47.02,-2.35,210
Vileplume,Cacturne,44.4,46.76,-2.36,231
Electrode,Golem,44.48,46.84,-2.36,220
Scyther,Electrike,43.55,45.91,-2.36,227
Jolteon,Tentacruel,44.05,46.42,-2.37,232
Snorlax,Golem,43.88,46.25,-2.37,197
Blastoise,Ninetales,46.04,48.41,-2.37,219
Vileplume,Tropius,45.51,47.89,-2.38,210
Flygon,Tentacruel,45.26,47.64,-2.38,235
Ampharos,Magneton,45.39,47.77,-2.38,221
Sceptile,Graveler,45.92,48.3,-2.38,220
Raichu,Golduck,43.76,46.14,-2.38,242
Jolteon,Growlithe,45.06,47.45,-2.39,241
Flareon,Vibrava,42.59,44.98,-2.4,227
Tyranitar,Tentacruel,45.13,47.53,-2.4,215
Electrode,Cacturne,43.1,45.52,-2.41,224
Flaaffy,Staryu,43.99,46.39,-2.41,238
Electabuzz,Exeggutor,44.26,46.67,-2.41,227
Vileplume,Sandslash,46.06,48.48,-2.42,235
Cradily,Girafarig,41.68,44.1,-2.42,226
Xatu,Golduck,45.23,47.66,-2.43,227
Rapidash,Pupitar,44.62,47.07,-2.45,219
Electrode,Exploud,45.79,48.24,-2.45,213
Manectric,Lileep,43.54,46.0,-2.46,238
Ampharos,Dugtrio,46.27,48.73,-2.46,220
Noctowl,Girafarig,42.91,45.38,-2.47,233
Tyranitar,Gloom,43.61,46.09,-2.48,233
Sceptile,Exeggutor,45.67,48.14,-2.48,223
Cradily,Vibrava,42.12,44.62,-2.5,204
Exploud,Sandslash,44.69,47.2,-2.51,222
Blissey,Slowbro,44.34,46.86,-2.52,224
Vileplume,Golduck,43.73,46.27,-2.54,208
Fearow,Pelipper,47.21,49.75,-2.54,217
Feraligatr,Flareon,45.05,47.6,-2.55,250
Vileplume,Growlithe,45.25,47.8,-2.55,241
Skarmory,Azumarill,43.95,46.51,-2.56,232
Feraligatr,Magcargo,43.63,46.19,-2.56,201
Electrode,Cradily,44.27,46.84,-2.57,246
Blissey,Girafarig,43.79,46.36,-2.57,225
Raichu,Ninetales,44.09,46.66,-2.58,209
Starmie,Pelipper,43.56,46.14,-2.58,211
Blissey,Azumarill,44.48,47.07,-2.59,192
Skarmory,Cradily,44.51,47.1,-2.59,225
Sceptile,Lileep,44.5,47.09,-2.59,224
Flaaffy,Ninetales,44.76,47.36,-2.59,222
Flaaffy,Slowbro,45.25,47.84,-2.6,209
Snorlax,Azumarill,43.06,45.66,-2.6,218
Sandslash,Cradily,43.19,45.8,-2.61,218
Blastoise,Pidgeotto,45.45,48.06,-2.61,230
Ampharos,Magmar,45.47,48.08,-2.61,178
Dugtrio,Pupitar,41.43,44.04,-2.61,187
Scyther,Slaking,43.64,46.27,-2.62,224
Exploud,Magmar,43.72,46.34,-2.62,217
Blissey,Dugtrio,45.24,47.86,-2.62,238
Manectric,Magmar,45.17,47.8,-2.63,231
Scyther,Flareon,45.71,48.34,-2.63,255
Electabuzz,Miltank,43.63,46.27,-2.63,229
Persian,Slowbro,42.26,44.88,-2.63,258
Skarmory,Noctowl,45.74,48.38,-2.64,200
Sceptile,Cacturne,45.4,48.03,-2.64,226
Sceptile,Gloom,43.95,46.59,-2.64,246
Flaaffy,Tentacruel,44.67,47.31,-2.64,213
Scyther,Golduck,43.51,46.17,-2.65,238
Vileplume,Vibrava,44.66,47.31,-2.65,239
Feraligatr,Cacturne,43.26,45.91,-2.65,234
Ampharos,Tentacruel,44.55,47.21,-2.66,230
Blastoise,Staryu,44.78,47.45,-2.66,229
Sceptile,Slaking,44.98,47.64,-2.66,193
Rapidash,Miltank,44.33,47.0,-2.67,216
Jolteon,Magmar,44.61,47.28,-2.67,240
Vileplume,Steelix,44.49,47.17,-2.68,218
Persian,Magmar,42.53,45.22,-2.69,213
Jolteon,Miltank,43.43,46.12,-2.69,209
Exploud,Persian,44.4,47.09,-2.69,241
Jolteon,Flareon,45.41,48.11,-2.7,194
Bellossom,Pelipper,43.74,46.44,-2.7,200
Tyranitar,Cradily,46.17,48.86,-2.7,214
Vileplume,Slaking,43.67,46.37,-2.7,205
Raichu,Growlithe,44.95,47.66,-2.71,223
Rapidash,Exeggutor,44.69,47.41,-2.72,216
Feraligatr,Pupitar,42.96,45.68,-2.72,208
Starmie,Dugtrio,44.94,47.67,-2.73,252
Typhlosion,Dugtrio,44.85,47.59,-2.74,229
Bellossom,Magmar,44.55,47.3,-2.75,220
Electrode,Snorlax,44.93,47.69,-2.75,246
Rapidash,Pidgeotto,44.23,47.0,-2.76,217
Noctowl,Steelix,43.01,45.77,-2.76,218
Feraligatr,Graveler,43.42,46.18,-2.76,235
Blastoise,Slaking,45.22,47.98,-2.76,196
Flaaffy,Steelix,44.97,47.73,-2.76,228
Exploud,Exeggutor,42.81,45.59,-2.77,236
Blissey,Camerupt,43.58,46.36,-2.77,218
Noctowl,Miltank,42.28,45.05,-2.77,222
Dugtrio,Azumarill,42.23,45.0,-2.78,214
Noctowl,Camerupt,42.58,45.38,-2.79,228
Typhlosion,Flareon,44.95,47.76,-2.81,226
Typhlosion,Magneton,43.81,46.62,-2.81,205
Scyther,Ninetales,43.86,46.69,-2.83,223
Bellossom,Vibrava,44.16,46.99,-2.83,242
Charizard,Pupitar,45.95,48.78,-2.84,228
Bellossom,Marowak,44.58,47.42,-2.84,225
Starmie,Persian,44.93,47.77,-2.84,236
Starmie,Exeggutor,43.43,46.27,-2.84,216
Noctowl,Flareon,44.2,47.05,-2.84,224
Scyther,Camerupt,43.82,46.67,-2.85,220
Vileplume,Tentacruel,43.91,46.76,-2.85,222
Blissey,Exeggutor,43.59,46.45,-2.86,208
Typhlosion,Magcargo,43.49,46.35,-2.86,230
Rapidash,Camerupt,44.45,47.32,-2.87,241
Flaaffy,Marowak,45.43,48.3,-2.87,194
Feraligatr,Slowbro,43.56,46.44,-2.87,252
Flygon,Sandslash,46.49,49.37,-2.88,237
Electabuzz,Magcargo,43.96,46.84,-2.88,232
Feraligatr,Pidgeotto,42.72,45.61,-2.89,200
Xatu,Gloom,43.81,46.7,-2.89,228
Ampharos,Magcargo,44.6,47.5,-2.89,223
Blastoise,Gloom,44.01,46.92,-2.91,223
Blissey,Snorlax,45.59,48.51,-2.91,223
Electabuzz,Gloom,42.2,45.12,-2.91,229
Skarmory,Magneton,43.4,46.33,-2.93,213
Blissey,Vibrava,43.95,46.88,-2.93,249
Cradily,Magcargo,41.42,44.36,-2.94,232
Flareon,Azumarill,42.23,45.17,-2.94,236
Starmie,Cradily,44.53,47.48,-2.95,223
Scyther,Miltank,43.4,46.36,-2.95,204
Noctowl,Azumarill,43.14,46.09,-2.95,248
Snorlax,Ninetales,42.0,44.95,-2.95,201
Electabuzz,Golduck,43.12,46.08,-2.96,216
Flaaffy,Electrike,43.6,46.58,-2.97,244
Bellossom,Golduck,42.96,45.95,-2.99,242
Skarmory,Slowbro,43.3,46.3,-3.0,211
Dugtrio,Magneton,41.81,44.83,-3.01,229
Flareon,Slaking,41.04,44.05,-3.01,212
Electrode,Steelix,42.91,45.92,-3.01,200
Starmie,Golduck,42.63,45.67,-3.03,224
Flareon,Girafarig,41.43,44.47,-3.03,226
Skarmory,Marowak,43.72,46.75,-3.03,226
Noctowl,Marowak,43.3,46.34,-3.03,224
Vileplume,Miltank,43.43,46.46,-3.03,240
Bellossom,Lileep,42.46,45.5,-3.04,224
Raichu,Gloom,42.14,45.18,-3.04,224
Blissey,Exploud,46.02,49.06,-3.04,207
Sandslash,Persian,43.03,46.09,-3.05,209
Crobat,Ninetales,40.9,43.95,-3.06,218
Xatu,Cacturne,45.08,48.14,-3.07,225
Starmie,Graveler,43.36,46.42,-3.07,218
Electrode,Crobat,43.6,46.69,-3.08,237
Donphan,Steelix,46.74,49.82,-3.08,192
Feraligatr,Miltank,42.53,45.61,-3.08,237
Raichu,Magcargo,43.81,46.91,-3.1,209
Electrode,Pelipper,42.39,45.5,-3.11,217
Crobat,Tropius,41.92,45.05,-3.12,242
Marowak,Camerupt,40.62,43.75,-3.13,216
Xatu,Pelipper,45.01,48.13,-3.13,216
Snorlax,Slowbro,42.32,45.45,-3.13,228
Starmie,Gloom,41.56,44.7,-3.14,223
Scyther,Staryu,42.59,45.73,-3.14,258
Skarmory,Gloom,41.18,44.33,-3.15,232
Starmie,Azumarill,43.74,46.89,-3.15,218
Flareon,Golem,42.61,45.77,-3.16,232
Skarmory,Vaporeon,43.5,46.67,-3.17,225
Electrode,Vaporeon,43.24,46.41,-3.18,217
Cradily,Crobat,42.06,45.25,-3.18,193
Scyther,Exeggutor,43.58,46.77,-3.19,237
Golem,Azumarill,41.62,44.81,-3.19,231
Exploud,Azumarill,43.0,46.21,-3.21,207
Flaaffy,Lileep,43.16,46.38,-3.21,234
Typhlosion,Magmar,43.7,46.93,-3.23,232
Blissey,Growlithe,44.14,47.37,-3.23,240
Feraligatr,Camerupt,42.69,45.93,-3.24,256
Feraligatr,Azumarill,43.4,46.64,-3.24,235
Ampharos,Lileep,43.03,46.27,-3.24,221
Electabuzz,Slaking,42.93,46.17,-3.24,203
Typhlosion,Lileep,41.88,45.12,-3.25,235
Snorlax,Pidgeotto,41.37,44.62,-3.25,239
Starmie,Ninetales,42.94,46.19,-3.25,213
Persian,Crobat,42.27,45.53,-3.26,236
Electrode,Growlithe,43.28,46.55,-3.27,222
Growlithe,Vibrava,41.05,44.33,-3.28,209
Exploud,Ninetales,42.23,45.51,-3.28,217
Golem,Magneton,41.34,44.63,-3.29,210
Snorlax,Magneton,42.18,45.48,-3.29,203
Flareon,Steelix,41.56,44.85,-3.29,237
Blissey,Graveler,43.31,46.61,-3.29,216
Vileplume,Camerupt,43.49,46.78,-3.29,208
Starmie,Tentacruel,42.86,46.15,-3.29,224
Ampharos,Slowbro,44.44,47.74,-3.3,226
Electrode,Marowak,43.2,46.5,-3.3,222
Blissey,Vaporeon,43.92,47.23,-3.31,213
Dugtrio,Slowbro,41.47,44.8,-3.32,220
Electrode,Girafarig,42.21,45.54,-3.33,196
Tyranitar,Pelipper,44.19,47.53,-3.34,227
Dugtrio,Magmar,41.79,45.13,-3.34,244
Typhlosion,Electrike,41.99,45.33,-3.34,250
Tyranitar,Golduck,43.71,47.05,-3.34,225
Skarmory,Magmar,43.28,46.63,-3.35,226
Bellossom,Electrike,42.35,45.7,-3.35,247
Flygon,Cacturne,44.28,47.64,-3.36,233
Raichu,Staryu,42.34,45.7,-3.36,209
Raichu,Cacturne,43.27,46.63,-3.36,225
Snorlax,Camerupt,41.58,44.94,-3.36,213
Sandslash,Slaking,40.72,44.09,-3.37,213
Feraligatr,Girafarig,42.55,45.94,-3.38,283
Electrode,Vibrava,42.67,46.06,-3.39,222
Slowbro,Miltank,39.58,42.97,-3.39,238
Magneton,Graveler,40.19,43.58,-3.39,211
Manectric,Camerupt,43.57,46.96,-3.39,211
Scyther,Tentacruel,43.25,46.65,-3.4,244
Blissey,Slaking,42.54,45.95,-3.4,205
Manectric,Magneton,44.09,47.5,-3.4,186
Starmie,Vaporeon,43.64,47.05,-3.41,249
Electabuzz,Staryu,42.22,45.64,-3.42,193
Bellossom,Staryu,42.1,45.52,-3.42,187
Scyther,Pelipper,43.22,46.64,-3.42,210
Blissey,Cacturne,42.9,46.34,-3.43,213
Crobat,Tentacruel,40.48,43.92,-3.44,199
Cradily,Slowbro,41.16,44.6,-3.44,231
Flareon,Vaporeon,41.89,45.34,-3.45,214
Electabuzz,Lileep,42.17,45.62,-3.45,217
Electrode,Pupitar,41.82,45.28,-3.47,209
Slowbro,Pupitar,39.57,43.05,-3.48,233
Raichu,Camerupt,43.17,46.65,-3.48,208
Tyranitar,Magcargo,44.33,47.82,-3.49,224
Persian,Growlithe,41.9,45.39,-3.49,209
Raichu,Exeggutor,43.25,46.74,-3.49,223
Jolteon,Slaking,42.53,46.03,-3.5,215
Raichu,Tentacruel,43.1,46.62,-3.53,219
Snorlax,Marowak,42.37,45.9,-3.53,234
Raichu,Slowbro,43.62,47.16,-3.53,200
Donphan,Lileep,44.91,48.47,-3.55,229
Bellossom,Exeggutor,43.01,46.55,-3.55,234
Electrode,Magmar,42.82,46.38,-3.55,207
Noctowl,Cradily,43.12,46.68,-3.56,218
Crobat,Pupitar,40.13,43.69,-3.56,224
Rapidash,Cacturne,43.74,47.3,-3.56,221
Golem,Pupitar,40.28,43.85,-3.57,208
Electabuzz,Growlithe,44.02,47.6,-3.58,225
Noctowl,Slaking,41.39,44.97,-3.58,203
Vaporeon,Graveler,40.34,43.92,-3.58,207
Flareon,Tropius,41.98,45.56,-3.59,204
Crobat,Steelix,40.72,44.33,-3.61,200
Golem,Golduck,39.98,43.59,-3.61,232
Blissey,Pelipper,42.71,46.33,-3.62,226
Crobat,Marowak,41.27,44.9,-3.63,210
Exploud,Growlithe,42.87,46.51,-3.64,209
Persian,Tropius,41.82,45.48,-3.67,227
Typhlosion,Camerupt,42.42,46.09,-3.67,205
Growlithe,Pidgeotto,39.81,43.48,-3.67,214
Pelipper,Golduck,38.58,42.25,-3.67,231
Electabuzz,Cacturne,42.88,46.56,-3.68,210
Persian,Pupitar,40.44,44.13,-3.69,200
Vibrava,Tentacruel,39.6,43.29,-3.69,194
Sandslash,Tropius,41.91,45.6,-3.69,209
Starmie,Slaking,42.06,45.77,-3.7,238
Jolteon,Camerupt,42.73,46.44,-3.71,240
Raichu,Magneton,43.47,47.19,-3.72,235
Noctowl,Magneton,42.19,45.91,-3.72,223
Typhlosion,Vibrava,42.89,46.62,-3.72,240
Manectric,Slaking,42.83,46.55,-3.72,220
Snorlax,Tentacruel,41.19,44.92,-3.73,213
Crobat,Azumarill,40.91,44.66,-3.74,226
Snorlax,Crobat,42.35,46.09,-3.74,229
Starmie,Pupitar,42.19,45.92,-3.74,206
Growlithe,Magmar,40.9,44.64,-3.75,236
Snorlax,Magmar,42.03,45.78,-3.75,255
Blissey,Electrike,41.84,45.59,-3.75,190
Flareon,Growlithe,41.71,45.48,-3.76,228
Snorlax,Pelipper,41.15,44.91,-3.76,203
Cradily,Cacturne,40.32,44.08,-3.76,233
Vibrava,Lileep,38.58,42.35,-3.77,205
Flareon,Dugtrio,42.19,45.96,-3.77,241
Typhlosion,Pidgeotto,41.99,45.77,-3.77,227
Vaporeon,Magmar,40.73,44.51,-3.78,232
Flaaffy,Persian,45.15,48.93,-3.78,208
Snorlax,Girafarig,41.16,44.95,-3.78,232
Snorlax,Flareon,42.82,46.61,-3.79,224
Flareon,Graveler,40.92,44.71,-3.79,249
Electabuzz,Ninetales,42.81,46.6,-3.79,237
Persian,Golem,41.9,45.69,-3.79,182
Flareon,Camerupt,40.66,44.46,-3.8,220
Noctowl,Cacturne,41.55,45.36,-3.8,235
Pelipper,Electrike,38.18,41.99,-3.81,208
Electrode,Lileep,40.75,44.57,-3.82,216
Manectric,Tentacruel,43.1,46.94,-3.83,212
Jolteon,Gloom,41.14,44.97,-3.83,206
Jolteon,Cacturne,42.59,46.42,-3.83,235
Blissey,Gloom,41.05,44.89,-3.84,221
Noctowl,Exeggutor,41.62,45.47,-3.84,213
Sandslash,Pelipper,40.61,44.47,-3.85,205
Feraligatr,Pelipper,42.04,45.9,-3.86,232
Snorlax,Cacturne,41.06,44.92,-3.86,202
Golem,Crobat,41.38,45.25,-3.87,223
Jolteon,Dugtrio,44.06,47.94,-3.88,211
Starmie,Vibrava,42.82,46.7,-3.88,203
Raichu,Electrike,42.0,45.88,-3.89,206
Flareon,Tentacruel,40.54,44.44,-3.89,200
Noctowl,Golduck,40.97,44.87,-3.9,212
Noctowl,Electrike,40.71,44.61,-3.9,241
Starmie,Magcargo,42.52,46.44,-3.91,220
Jolteon,Staryu,41.57,45.5,-3.92,216
Flygon,Gloom,42.27,46.19,-3.92,209
Dugtrio,Tropius,41.48,45.39,-3.92,224
Feraligatr,Staryu,41.05,44.98,-3.93,254
Growlithe,Vaporeon,40.76,44.69,-3.93,213
Sandslash,Vibrava,41.08,45.02,-3.94,216
Steelix,Pupitar,38.99,42.93,-3.94,227
Tropius,Steelix,40.34,44.28,-3.95,209
Typhlosion,Miltank,41.82,45.77,-3.95,213
Vileplume,Exeggutor,42.92,46.87,-3.95,230
Persian,Dugtrio,41.93,45.88,-3.95,224
Jolteon,Lileep,41.52,45.48,-3.96,222
Flareon,Marowak,41.46,45.42,-3.96,213
Cradily,Tropius,41.24,45.2,-3.96,219
Typhlosion,Growlithe,43.14,47.11,-3.97,232
Manectric,Staryu,42.03,46.02,-3.98,235
Tentacruel,Pelipper,38.75,42.73,-3.98,226
Exploud,Camerupt,41.5,45.5,-3.99,196
Jolteon,Slowbro,42.95,46.95,-4.0,227
Tropius,Magneton,40.43,44.43,-4.0,226
Sandslash,Magmar,41.33,45.34,-4.01,216
Raichu,Lileep,41.67,45.69,-4.01,234
Feraligatr,Crobat,43.06,47.08,-4.02,215
Steelix,Camerupt,39.16,43.18,-4.02,223
Dugtrio,Marowak,41.23,45.25,-4.02,207
Noctowl,Graveler,41.58,45.62,-4.04,201
Cradily,Vaporeon,40.93,44.97,-4.04,222
Persian,Electrike,39.57,43.61,-4.05,240
Cradily,Ninetales,40.06,44.11,-4.05,232
Feraligatr,Electrike,41.11,45.16,-4.05,256
Jolteon,Golduck,41.88,45.93,-4.05,223
Scyther,Pidgeotto,42.3,46.35,-4.05,222
Snorlax,Vaporeon,41.77,45.82,-4.05,210
Electrode,Slowbro,41.97,46.04,-4.07,253
Exploud,Cacturne,41.39,45.48,-4.08,197
Jolteon,Girafarig,42.36,46.45,-4.08,243
Cradily,Magneton,40.54,44.63,-4.09,221
Ninetales,Gloom,37.24,41.34,-4.09,192
Skarmory,Graveler,41.95,46.05,-4.09,220
Starmie,Miltank,41.75,45.86,-4.11,221
Exploud,Crobat,42.53,46.65,-4.12,206
Starmie,Slowbro,42.56,46.68,-4.12,239
Snorlax,Steelix,41.21,45.33,-4.12,209
Tropius,Magcargo,40.02,44.16,-4.13,215
Sandslash,Azumarill,41.08,45.21,-4.13,209
Sandslash,Magneton,40.89,45.03,-4.14,225
Scyther,Gloom,41.06,45.2,-4.14,236
Electabuzz,Camerupt,42.45,46.59,-4.14,241
Snorlax,Staryu,39.85,44.0,-4.14,218
Skarmory,Girafarig,41.66,45.8,-4.14,236
Raichu,Slaking,42.1,46.24,-4.14,223
Ampharos,Staryu,42.14,46.29,-4.15,226
Flareon,Slowbro,40.82,44.97,-4.15,227
Dugtrio,Steelix,40.53,44.68,-4.15,215
Rapidash,Pelipper,43.13,47.29,-4.16,209
Flareon,Pelipper,40.26,44.43,-4.17,219
Cradily,Tentacruel,39.89,44.07,-4.18,217
Blissey,Golem,43.48,47.66,-4.19,207
Camerupt,Pelipper,38.55,42.76,-4.21,192
Marowak,Magcargo,39.8,44.01,-4.21,233
Starmie,Girafarig,41.97,46.18,-4.21,233
Typhlosion,Ninetales,41.89,46.11,-4.21,230
Dugtrio,Pidgeotto,39.75,43.97,-4.21,205
Dugtrio,Cradily,41.36,45.59,-4.23,219
Bellossom,Cacturne,42.21,46.45,-4.24,204
Dugtrio,Slaking,39.64,43.88,-4.24,187
Skarmory,Magcargo,41.82,46.05,-4.24,223
Gyarados,Pupitar,44.05,48.3,-4.25,239
Marowak,Magmar,40.32,44.59,-4.27,218
Tropius,Tentacruel,39.6,43.87,-4.27,233
Cradily,Magmar,40.66,44.94,-4.28,234
Typhlosion,Staryu,40.86,45.14,-4.29,216
Exploud,Pidgeotto,40.88,45.17,-4.29,213
Electrode,Staryu,40.3,44.59,-4.29,224
Noctowl,Tropius,42.18,46.48,-4.3,231
Magmar,Vibrava,39.86,44.16,-4.3,229
Marowak,Pidgeotto,39.11,43.42,-4.31,224
Electrode,Graveler,41.48,45.78,-4.31,213
Ampharos,Golduck,42.4,46.73,-4.32,205
Manectric,Electrike,41.86,46.2,-4.33,215
Scyther,Crobat,43.5,47.83,-4.33,251
Vileplume,Lileep,41.49,45.81,-4.33,228
Cradily,Marowak,40.72,45.05,-4.34,210
Exploud,Golduck,40.63,44.98,-4.35,225
Persian,Magneton,40.56,44.91,-4.35,238
Sandslash,Exeggutor,40.23,44.59,-4.35,212
Jolteon,Electrike,41.32,45.67,-4.36,228
Dugtrio,Camerupt,39.92,44.29,-4.37,208
Magmar,Azumarill,39.97,44.34,-4.37,217
Cradily,Miltank,39.4,43.77,-4.37,227
Raichu,Miltank,41.96,46.33,-4.37,237
Snorlax,Vibrava,41.09,45.47,-4.38,215
Raichu,Steelix,42.66,47.04,-4.38,200
Steelix,Ninetales,38.8,43.2,-4.39,212
Exploud,Marowak,42.07,46.45,-4.39,211
Typhlosion,Slaking,41.29,45.68,-4.39,215
Growlithe,Magneton,39.94,44.34,-4.4,220
Feraligatr,Golduck,41.01,45.42,-4.41,259
Noctowl,Crobat,42.12,46.53,-4.41,240
Ampharos,Electrike,42.06,46.47,-4.41,209
Ampharos,Gloom,41.34,45.77,-4.43,223
Sandslash,Cacturne,40.04,44.48,-4.44,209
Jolteon,Ninetales,42.0,46.45,-4.46,230
Cradily,Camerupt,39.63,44.09,-4.47,221
Crobat,Growlithe,40.49,44.95,-4.47,232
Typhlosion,Pupitar,41.37,45.84,-4.47,229
Crobat,Slowbro,39.97,44.45,-4.48,256
Magmar,Magcargo,39.4,43.89,-4.49,231
Electrode,Miltank,40.73,45.22,-4.49,225
Vibrava,Pupitar,38.57,43.06,-4.49,214
Electabuzz,Magneton,42.62,47.12,-4.5,252
Flaaffy,Miltank,42.51,47.02,-4.51,205
Graveler,Pelipper,38.49,43.01,-4.52,220
Noctowl,Lileep,39.89,44.41,-4.52,194
Feraligatr,Gloom,39.94,44.46,-4.52,250
Electrode,Slaking,40.59,45.12,-4.53,203
Exploud,Electrike,40.2,44.73,-4.53,227
Exploud,Cradily,42.27,46.8,-4.53,208
Dugtrio,Magcargo,40.01,44.55,-4.54,210
Snorlax,Graveler,40.65,45.19,-4.54,201
Typhlosion,Gloom,40.07,44.62,-4.55,238
Growlithe,Slowbro,39.76,44.31,-4.55,216
Vaporeon,Magneton,39.64,44.2,-4.56,230
Sandslash,Crobat,41.08,45.65,-4.56,219
Sandslash,Vaporeon,40.81,45.38,-4.57,221
Growlithe,Cacturne,39.21,43.78,-4.57,226
Crobat,Miltank,39.04,43.62,-4.58,224
Dugtrio,Growlithe,40.73,45.3,-4.58,216
Skarmory,Steelix,41.61,46.19,-4.58,226
Marowak,Pelipper,39.13,43.72,-4.59,230
Marowak,Vibrava,39.67,44.28,-4.6,218
Golem,Vibrava,40.02,44.62,-4.61,211
Manectric,Pupitar,42.09,46.71,-4.62,229
Snorlax,Exeggutor,40.41,45.03,-4.62,230
Tropius,Marowak,40.22,44.86,-4.63,212
Persian,Exeggutor,39.84,44.47,-4.63,227
Sandslash,Miltank,39.55,44.17,-4.63,209
Tropius,Vaporeon,40.13,44.77,-4.65,232
Typhlosion,Pelipper,41.4,46.06,-4.66,215
Starmie,Staryu,40.57,45.23,-4.66,216
Skarmory,Camerupt,41.13,45.8,-4.67,211
Vaporeon,Steelix,39.39,44.06,-4.67,211
Magmar,Magneton,39.49,44.16,-4.68,225
Magmar,Lileep,37.99,42.66,-4.68,249
Tropius,Vibrava,39.74,44.42,-4.68,224
Xatu,Exeggutor,43.57,48.25,-4.69,248
Typhlosion,Tentacruel,41.37,46.06,-4.7,206
Marowak,Magneton,39.58,44.28,-4.7,218
Magneton,Vibrava,39.15,43.85,-4.7,215
Marowak,Vaporeon,39.93,44.63,-4.7,230
Sandslash,Magcargo,40.02,44.76,-4.73,229
