Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Marshtomp,Sunkern,39.67,43.74,-4.07,39
Combusken,Treecko,41.81,45.89,-4.08,43
Marshtomp,Slakoth,39.24,43.33,-4.09,39
Trapinch,Eevee,42.17,46.27,-4.1,33
Vigoroth,Onix,45.32,49.42,-4.1,34
Natu,Tentacool,43.43,47.53,-4.1,42
Hoothoot,Cyndaquil,40.98,45.09,-4.11,31
Pikachu,Pidgey,39.74,43.86,-4.12,45
Meowth,Sunkern,38.98,43.09,-4.12,43
Magby,Slowpoke,40.73,44.85,-4.12,40
Marshtomp,Larvitar,39.69,43.84,-4.15,44
Sandshrew,Numel,41.08,45.25,-4.16,41
Whismur,Torchic,39.99,44.16,-4.17,37
Meowth,Zubat,38.74,42.92,-4.18,41
Magnemite,Wingull,43.02,47.2,-4.18,40
Sunflora,Pidgey,43.92,48.11,-4.18,39
Pidgey,Rattata,37.19,41.37,-4.18,39
Sandshrew,Porygon,40.35,44.55,-4.19,40
Slugma,Cyndaquil,41.95,46.14,-4.19,52
Oddish,Zubat,38.05,42.24,-4.19,41
Sandshrew,Whismur,42.82,47.02,-4.2,37
Smeargle,Tentacool,40.14,44.34,-4.2,36
Raticate,Smeargle,44.33,48.54,-4.21,41
Vigoroth,Meowth,44.06,48.28,-4.22,31
Numel,Zubat,38.4,42.62,-4.22,41
Psyduck,Porygon,39.41,43.64,-4.23,40
Smeargle,Oddish,40.8,45.05,-4.25,39
Exeggcute,Wingull,40.59,44.85,-4.26,36
Marshtomp,Cacnea,39.22,43.48,-4.26,34
Chansey,Psyduck,41.7,45.96,-4.26,45
Trapinch,Meowth,42.13,46.39,-4.26,51
Sunflora,Tentacool,42.84,47.12,-4.28,44
Natu,Squirtle,42.68,46.96,-4.28,34
Chansey,Diglett,40.94,45.23,-4.29,47
Whismur,Phanpy,42.47,46.75,-4.29,50
Slowpoke,Pidgey,39.27,43.57,-4.3,35
Voltorb,Cacnea,40.66,44.96,-4.3,43
Elekid,Larvitar,40.37,44.69,-4.32,41
Hoothoot,Zubat,42.24,46.56,-4.32,42
Marshtomp,Diglett,40.23,44.56,-4.33,38
Eevee,Pidgey,39.05,43.39,-4.34,37
Hoothoot,Totodile,40.53,44.89,-4.35,36
Hoothoot,Pidgey,42.8,47.15,-4.35,41
Loudred,Charmander,43.88,48.23,-4.36,37
Numel,Totodile,36.58,40.95,-4.36,39
Pikachu,Vulpix,39.51,43.88,-4.36,37
Natu,Rattata,42.41,46.78,-4.36,28
Trapinch,Mudkip,39.62,43.98,-4.36,41
Oddish,Cacnea,37.78,42.15,-4.37,44
Combusken,Wingull,42.74,47.11,-4.37,34
Raticate,Numel,42.05,46.42,-4.37,50
Slugma,Charmander,42.01,46.38,-4.38,42
Cubone,Mudkip,41.45,45.83,-4.38,34
Natu,Slakoth,43.3,47.68,-4.38,40
Sandshrew,Cyndaquil,38.7,43.08,-4.38,47
Sunflora,Rattata,41.98,46.37,-4.39,47
Pikachu,Larvitar,39.12,43.53,-4.41,45
Meowth,Porygon,38.52,42.92,-4.41,36
Exeggcute,Numel,40.67,45.08,-4.41,49
Hoothoot,Bulbasaur,41.1,45.51,-4.41,41
Onix,Mareep,40.34,44.76,-4.42,43
Phanpy,Tentacool,39.47,43.89,-4.42,38
Magby,Oddish,39.69,44.11,-4.42,36
Slowpoke,Larvitar,38.8,43.25,-4.44,54
Smeargle,Sunkern,40.47,44.91,-4.44,41
Bayleef,Eevee,40.68,45.11,-4.44,43
Bayleef,Magby,41.64,46.1,-4.46,30
Voltorb,Rattata,39.44,43.91,-4.46,33
Marill,Treecko,40.58,45.06,-4.48,49
Sandshrew,Mareep,40.76,45.24,-4.48,51
Slowpoke,Mareep,39.2,43.67,-4.48,49
Sunflora,Chikorita,42.3,46.79,-4.49,35
Combusken,Rattata,41.0,45.5,-4.49,42
Raticate,Diglett,42.22,46.72,-4.5,46
Magby,Totodile,37.6,42.11,-4.51,52
Smeargle,Rattata,39.07,43.59,-4.52,44
Natu,Geodude,44.83,49.35,-4.52,37
Slowpoke,Squirtle,37.49,42.02,-4.53,43
Eevee,Porygon,38.27,42.8,-4.53,35
Magnemite,Magby,44.07,48.6,-4.54,40
Magby,Cacnea,39.16,43.7,-4.54,50
Onix,Torchic,39.27,43.83,-4.55,42
Onix,Sunkern,39.68,44.23,-4.55,39
Voltorb,Slowpoke,41.55,46.11,-4.56,50
Raticate,Cacnea,41.08,45.64,-4.56,45
Phanpy,Numel,40.4,44.98,-4.58,49
Bayleef,Pikachu,40.99,45.58,-4.6,36
Wingull,Totodile,36.1,40.72,-4.61,41
Grovyle,Squirtle,45.4,50.0,-4.61,36
Magnemite,Bulbasaur,41.07,45.69,-4.61,44
Trapinch,Slakoth,40.51,45.15,-4.64,42
Sandshrew,Chansey,42.21,46.87,-4.66,38
Magby,Bulbasaur,38.06,42.74,-4.68,46
Phanpy,Mareep,40.3,44.98,-4.68,45
Larvitar,Slakoth,37.26,41.95,-4.69,42
Plusle,Magikarp,42.16,46.85,-4.69,34
Diglett,Cyndaquil,36.74,41.44,-4.7,35
Magnemite,Tentacool,41.64,46.34,-4.7,46
Treecko,Bulbasaur,35.42,40.12,-4.7,36
Hoothoot,Mudkip,40.44,45.15,-4.71,43
Smeargle,Treecko,39.27,43.99,-4.72,47
Marshtomp,Numel,39.54,44.27,-4.73,31
Mareep,Sunkern,38.05,42.78,-4.74,54
Diglett,Porygon,38.16,42.91,-4.75,45
Natu,Cacnea,43.07,47.83,-4.76,46
Mareep,Vulpix,38.46,43.22,-4.76,36
Pidgey,Oddish,38.07,42.83,-4.76,37
Pidgey,Cacnea,37.66,42.42,-4.76,42
Trapinch,Tentacool,40.2,45.0,-4.79,42
Voltorb,Marshtomp,41.9,46.7,-4.8,40
Raticate,Magikarp,36.53,41.34,-4.81,45
Sandshrew,Tentacool,39.34,44.15,-4.81,33
Slakoth,Chikorita,36.13,40.95,-4.82,33
Smeargle,Slowpoke,40.97,45.8,-4.82,34
Loudred,Treecko,43.89,48.72,-4.83,34
Magby,Rattata,37.81,42.64,-4.84,40
Torchic,Charmander,35.62,40.46,-4.84,48
Psyduck,Numel,39.5,44.34,-4.84,32
Phanpy,Bayleef,41.74,46.59,-4.85,35
Sunkern,Cacnea,37.15,42.0,-4.85,45
Wingull,Bulbasaur,36.49,41.34,-4.85,28
Voltorb,Bulbasaur,39.15,44.0,-4.85,41
Slowpoke,Slakoth,37.88,42.74,-4.86,36
Raticate,Torchic,40.63,45.49,-4.86,40
Whismur,Eevee,40.41,45.27,-4.87,35
Psyduck,Slakoth,38.51,43.4,-4.89,35
Natu,Cyndaquil,41.54,46.45,-4.91,34
Quilava,Larvitar,46.64,51.56,-4.92,37
Elekid,Cacnea,39.41,44.34,-4.92,40
Exeggcute,Slakoth,39.21,44.14,-4.93,41
Sunkern,Treecko,36.4,41.34,-4.94,36
Sunkern,Tentacool,36.75,41.7,-4.94,47
Magby,Porygon,38.85,43.79,-4.94,38
Natu,Pidgey,43.57,48.51,-4.94,51
Loudred,Torchic,44.28,49.23,-4.95,41
Loudred,Mudkip,43.09,48.05,-4.95,36
Diglett,Totodile,36.28,41.23,-4.95,41
Diglett,Wingull,38.42,43.38,-4.96,38
Trapinch,Treecko,39.69,44.64,-4.96,41
Chansey,Oddish,39.59,44.56,-4.97,45
Raticate,Wingull,41.22,46.2,-4.98,44
Combusken,Squirtle,40.69,45.68,-4.99,43
Eevee,Oddish,38.13,43.12,-4.99,30
Slakoth,Bulbasaur,35.63,40.63,-5.0,28
Marill,Voltorb,43.94,48.94,-5.0,45
Pikachu,Diglett,39.24,44.26,-5.02,50
Raticate,Squirtle,39.75,44.77,-5.02,42
Torchic,Tentacool,36.28,41.29,-5.02,28
Zubat,Torchic,36.66,41.69,-5.03,39
Natu,Onix,45.03,50.06,-5.03,37
Phanpy,Oddish,39.57,44.6,-5.03,41
Raticate,Bayleef,43.0,48.04,-5.04,43
Cubone,Cyndaquil,40.72,45.77,-5.05,40
Tentacool,Treecko,35.73,40.78,-5.05,34
Voltorb,Treecko,39.25,44.3,-5.06,42
Sunflora,Totodile,40.78,45.84,-5.06,45
Chansey,Vulpix,39.78,44.84,-5.06,37
Wartortle,Slakoth,45.5,50.56,-5.06,47
Wingull,Zubat,37.32,42.39,-5.07,24
Slugma,Totodile,40.86,45.94,-5.07,48
Trapinch,Porygon,40.31,45.39,-5.08,44
Smeargle,Numel,40.36,45.44,-5.08,36
Slugma,Porygon,42.52,47.61,-5.09,41
Bayleef,Wingull,39.61,44.7,-5.1,34
Elekid,Squirtle,38.36,43.47,-5.1,42
Spearow,Mudkip,43.75,48.87,-5.12,30
Whismur,Pidgey,39.85,44.98,-5.13,40
Hoothoot,Charmander,40.21,45.34,-5.13,38
Magby,Numel,39.36,44.49,-5.13,35
Onix,Treecko,38.18,43.31,-5.14,38
Combusken,Cyndaquil,40.02,45.17,-5.15,42
Combusken,Zubat,41.48,46.64,-5.16,33
Numel,Slakoth,37.22,42.38,-5.16,48
Onix,Cyndaquil,37.43,42.59,-5.16,43
Trapinch,Chikorita,39.49,44.66,-5.17,37
Wartortle,Larvitar,45.89,51.06,-5.18,34
Eevee,Tentacool,37.22,42.41,-5.19,40
Onix,Diglett,39.85,45.05,-5.2,35
Vulpix,Larvitar,37.59,42.79,-5.2,31
Onix,Cacnea,38.77,43.97,-5.2,34
Onix,Vulpix,39.46,44.67,-5.21,31
Sandshrew,Sunkern,39.49,44.72,-5.23,39
Smeargle,Pikachu,40.86,46.08,-5.23,44
Magnemite,Geodude,42.92,48.16,-5.24,47
Raticate,Voltorb,43.61,48.86,-5.24,39
Magnemite,Exeggcute,43.93,49.2,-5.26,41
Sunflora,Phanpy,44.61,49.88,-5.26,28
Raticate,Oddish,40.78,46.05,-5.26,45
Diglett,Chikorita,36.91,42.19,-5.27,35
Minun,Magikarp,41.72,46.98,-5.27,45
Diglett,Rattata,36.49,41.77,-5.28,46
Numel,Tentacool,36.95,42.23,-5.28,39
Slugma,Squirtle,41.36,46.65,-5.29,31
Whismur,Meowth,40.08,45.4,-5.32,52
Exeggcute,Rattata,37.92,43.23,-5.32,43
Marshtomp,Zubat,38.24,43.57,-5.33,43
Sandshrew,Diglett,40.2,45.53,-5.34,44
Whismur,Chikorita,38.33,43.67,-5.34,42
Marshtomp,Treecko,37.49,42.83,-5.34,47
Combusken,Sunkern,41.44,46.81,-5.37,42
Onix,Magikarp,34.31,39.67,-5.37,35
Bayleef,Slakoth,38.61,43.99,-5.38,41
Geodude,Porygon,37.97,43.35,-5.38,34
Numel,Mudkip,35.82,41.2,-5.38,41
Raticate,Treecko,39.6,44.98,-5.38,52
Cubone,Sandshrew,44.45,49.87,-5.41,42
Chansey,Bayleef,41.13,46.55,-5.42,44
Sunflora,Mudkip,40.68,46.1,-5.42,46
Cubone,Magikarp,37.44,42.86,-5.42,23
Hoothoot,Sunkern,41.3,46.73,-5.43,43
Sunflora,Wingull,42.55,47.98,-5.43,39
Vulpix,Bulbasaur,36.03,41.48,-5.44,30
Magby,Mareep,39.04,44.48,-5.45,43
Pikachu,Mudkip,36.41,41.86,-5.45,52
Geodude,Mudkip,36.47,41.94,-5.46,32
Sandshrew,Slakoth,38.84,44.3,-5.47,43
Slugma,Larvitar,42.41,47.88,-5.47,46
Bayleef,Pidgey,39.34,44.83,-5.48,31
Phanpy,Slakoth,38.56,44.04,-5.48,37
Onix,Pidgey,39.17,44.65,-5.48,40
Eevee,Sunkern,37.48,42.97,-5.49,50
Oddish,Porygon,36.74,42.24,-5.5,42
Phanpy,Mudkip,37.36,42.87,-5.51,41
Slugma,Torchic,41.87,47.38,-5.51,42
Sandshrew,Torchic,38.79,44.31,-5.52,45
Cacnea,Totodile,34.63,40.16,-5.53,47
Wingull,Treecko,36.12,41.64,-5.53,47
Onix,Marshtomp,40.18,45.71,-5.53,39
Cubone,Squirtle,40.74,46.28,-5.54,32
Raticate,Larvitar,40.46,45.99,-5.54,40
Eevee,Cacnea,37.17,42.71,-5.54,42
Combusken,Bulbasaur,40.04,45.59,-5.55,46
Elekid,Cyndaquil,37.41,42.95,-5.55,39
Natu,Chikorita,41.64,47.2,-5.55,32
Meowth,Mareep,38.05,43.62,-5.57,41
Meowth,Numel,38.06,43.62,-5.57,42
Whismur,Onix,40.95,46.53,-5.58,45
Slowpoke,Diglett,38.37,43.97,-5.6,33
Combusken,Eevee,41.92,47.52,-5.6,25
Wingull,Rattata,35.63,41.25,-5.61,41
Magby,Cyndaquil,36.71,42.32,-5.61,42
Vigoroth,Mudkip,40.23,45.86,-5.63,40
Chansey,Eevee,39.49,45.12,-5.63,29
Charmander,Cyndaquil,33.58,39.22,-5.64,37
Mareep,Larvitar,37.22,42.88,-5.66,36
Slakoth,Mudkip,34.59,40.27,-5.67,43
Chansey,Wingull,39.04,44.71,-5.67,51
Pidgey,Torchic,36.61,42.28,-5.67,35
Eevee,Numel,37.83,43.5,-5.67,49
Smeargle,Eevee,39.94,45.61,-5.68,40
Sandshrew,Cacnea,38.77,44.45,-5.69,42
Quilava,Magikarp,41.22,46.91,-5.69,20
Eevee,Bulbasaur,36.05,41.75,-5.7,35
Meowth,Charmander,35.98,41.7,-5.72,57
Whismur,Slowpoke,39.74,45.45,-5.72,40
Psyduck,Pikachu,39.26,44.99,-5.73,43
Whismur,Vulpix,39.26,45.0,-5.74,36
Psyduck,Oddish,38.2,43.96,-5.76,43
Numel,Squirtle,35.88,41.66,-5.78,41
Slowpoke,Tentacool,36.79,42.59,-5.79,37
Eevee,Rattata,35.86,41.66,-5.8,37
Cubone,Totodile,39.76,45.56,-5.8,31
Oddish,Mudkip,35.0,40.83,-5.83,47
Voltorb,Numel,39.91,45.75,-5.84,42
Chansey,Mudkip,36.98,42.83,-5.84,45
Psyduck,Chikorita,37.06,42.91,-5.85,46
Slowpoke,Sunkern,37.29,43.15,-5.86,40
Marill,Pikachu,41.3,47.16,-5.86,46
Elekid,Magby,40.42,46.3,-5.87,36
Pikachu,Oddish,37.72,43.59,-5.87,53
Exeggcute,Pikachu,39.85,45.73,-5.88,49
Magby,Mudkip,36.47,42.38,-5.9,44
Marill,Bayleef,42.22,48.12,-5.9,51
Marill,Vulpix,40.51,46.41,-5.9,39
Natu,Mudkip,40.6,46.51,-5.91,38
Sandshrew,Mudkip,37.22,43.13,-5.91,43
Geodude,Tentacool,37.05,42.95,-5.91,47
Pikachu,Zubat,37.35,43.27,-5.92,37
Magby,Chikorita,37.14,43.06,-5.92,42
Elekid,Mareep,39.18,45.12,-5.94,40
Smeargle,Totodile,37.12,43.06,-5.94,38
Sunkern,Squirtle,35.19,41.13,-5.94,29
Larvitar,Torchic,36.0,41.95,-5.95,38
Onix,Slakoth,37.87,43.82,-5.95,32
Exeggcute,Oddish,38.75,44.7,-5.95,42
Slowpoke,Chikorita,36.3,42.25,-5.96,38
Diglett,Magikarp,32.55,38.52,-5.97,40
Wingull,Cyndaquil,34.94,40.92,-5.98,36
Trapinch,Phanpy,41.77,47.75,-5.98,31
Magby,Squirtle,36.84,42.83,-5.99,27
Elekid,Porygon,38.42,44.42,-6.0,46
Marill,Wingull,40.26,46.27,-6.01,25
Meowth,Chikorita,36.18,42.2,-6.02,34
Magby,Pidgey,38.35,44.38,-6.03,30
Natu,Charmander,40.65,46.7,-6.04,36
Pidgey,Mudkip,35.06,41.09,-6.04,35
Smeargle,Cyndaquil,37.23,43.27,-6.04,45
Marshtomp,Meowth,38.53,44.58,-6.05,50
Onix,Geodude,39.42,45.49,-6.07,37
Mareep,Tentacool,36.15,42.22,-6.07,39
Smeargle,Onix,40.79,46.88,-6.08,42
Sandshrew,Meowth,39.46,45.55,-6.09,31
Sandshrew,Zubat,38.45,44.55,-6.09,42
Sandshrew,Pidgey,39.04,45.14,-6.1,32
Geodude,Slakoth,37.0,43.11,-6.11,48
Meowth,Diglett,37.8,43.91,-6.11,48
Exeggcute,Porygon,38.26,44.38,-6.12,42
Marshtomp,Wingull,37.91,44.04,-6.13,37
Geodude,Numel,37.91,44.05,-6.14,35
Wingull,Slakoth,36.01,42.15,-6.14,32
Chansey,Pikachu,39.45,45.59,-6.14,50
Zubat,Slakoth,35.52,41.68,-6.16,46
Cubone,Meowth,42.09,48.25,-6.16,34
Whismur,Psyduck,39.95,46.11,-6.16,33
Magnemite,Mudkip,39.16,45.32,-6.16,40
Magnemite,Vulpix,41.18,47.34,-6.16,44
Chansey,Charmander,36.85,43.02,-6.17,45
Pidgey,Charmander,35.1,41.28,-6.18,45
Oddish,Magikarp,31.67,37.86,-6.18,47
Psyduck,Cacnea,37.36,43.55,-6.19,36
Elekid,Geodude,39.67,45.86,-6.19,38
Slugma,Magikarp,37.02,43.22,-6.2,34
Voltorb,Chikorita,38.13,44.33,-6.2,51
Pikachu,Treecko,36.33,42.52,-6.2,34
Trapinch,Wingull,39.63,45.86,-6.23,41
Onix,Tentacool,37.43,43.67,-6.24,52
Marill,Rattata,38.41,44.66,-6.25,43
Onix,Eevee,38.69,44.94,-6.25,32
Diglett,Vulpix,37.25,43.52,-6.26,38
Exeggcute,Torchic,37.87,44.15,-6.28,25
Voltorb,Eevee,39.64,45.93,-6.29,42
Elekid,Totodile,36.45,42.75,-6.3,38
Bayleef,Zubat,37.94,44.23,-6.3,38
Croconaw,Larvitar,43.76,50.06,-6.3,38
Mareep,Totodile,34.63,40.94,-6.31,40
Raticate,Pidgey,40.01,46.31,-6.31,34
Marshtomp,Bulbasaur,36.2,42.52,-6.32,44
Whismur,Totodile,36.39,42.72,-6.33,35
Tentacool,Cyndaquil,33.69,40.05,-6.36,37
Chansey,Tentacool,37.48,43.84,-6.36,37
Mareep,Magikarp,31.86,38.23,-6.37,36
Whismur,Zubat,38.02,44.39,-6.38,49
Magby,Vulpix,38.0,44.39,-6.39,33
Marshtomp,Chikorita,36.44,42.84,-6.4,53
Trapinch,Rattata,37.83,44.25,-6.41,43
Psyduck,Charmander,36.01,42.41,-6.41,28
Swampert,Larvitar,47.19,53.61,-6.42,33
Torchic,Totodile,33.59,40.01,-6.42,36
Elekid,Sunkern,38.16,44.59,-6.44,34
Psyduck,Treecko,36.45,42.89,-6.44,39
Smeargle,Bayleef,40.59,47.05,-6.46,31
Psyduck,Mareep,37.86,44.34,-6.48,37
Chansey,Bulbasaur,36.71,43.19,-6.48,33
Elekid,Diglett,38.92,45.41,-6.49,45
Slugma,Slowpoke,42.18,48.67,-6.49,21
Smeargle,Zubat,38.23,44.73,-6.5,46
Psyduck,Slowpoke,38.2,44.7,-6.5,32
Pikachu,Slowpoke,37.8,44.33,-6.53,43
Cacnea,Tentacool,34.91,41.44,-6.53,39
Slowpoke,Eevee,37.31,43.86,-6.55,38
Slowpoke,Vulpix,37.03,43.59,-6.56,39
Marill,Chikorita,38.51,45.08,-6.57,44
Elekid,Torchic,37.62,44.19,-6.57,45
Cubone,Tentacool,40.25,46.84,-6.59,38
Vigoroth,Squirtle,39.72,46.31,-6.6,55
Bulbasaur,Mudkip,32.86,39.45,-6.6,47
Geodude,Wingull,37.21,43.82,-6.61,39
Geodude,Totodile,35.07,41.67,-6.61,43
Bayleef,Rattata,36.48,43.09,-6.61,31
Chansey,Squirtle,36.67,43.28,-6.61,38
Trapinch,Charmander,37.55,44.16,-6.62,44
Marshtomp,Tentacool,36.56,43.17,-6.62,42
Geodude,Vulpix,37.33,43.95,-6.63,35
Slowpoke,Zubat,36.35,42.98,-6.63,36
Whismur,Mudkip,36.34,42.98,-6.64,49
Cubone,Onix,42.73,49.38,-6.65,45
Magby,Zubat,37.13,43.79,-6.66,36
Smeargle,Porygon,38.08,44.73,-6.66,48
Diglett,Cacnea,36.15,42.82,-6.67,63
Voltorb,Porygon,38.38,45.05,-6.67,44
Pidgey,Tentacool,35.43,42.12,-6.68,43
Psyduck,Vulpix,37.56,44.25,-6.68,36
Eevee,Zubat,36.11,42.8,-6.69,35
Chansey,Cacnea,37.46,44.15,-6.69,42
Bayleef,Tentacool,37.14,43.84,-6.7,37
Squirtle,Mudkip,32.83,39.55,-6.72,40
Raticate,Vulpix,39.61,46.33,-6.72,55
Pidgey,Porygon,35.78,42.51,-6.73,38
Porygon,Mudkip,33.75,40.51,-6.75,35
Magnemite,Rattata,38.84,45.59,-6.75,45
Numel,Sunkern,36.03,42.79,-6.76,38
Rattata,Mudkip,32.6,39.36,-6.76,54
Bayleef,Diglett,38.46,45.22,-6.76,36
Diglett,Zubat,36.14,42.91,-6.77,40
Meowth,Rattata,35.01,41.78,-6.77,47
Bulbasaur,Charmander,32.86,39.64,-6.78,38
Exeggcute,Chansey,39.92,46.7,-6.78,49
Eevee,Squirtle,35.05,41.84,-6.79,48
Cacnea,Slakoth,34.8,41.59,-6.79,28
Meowth,Oddish,36.45,43.25,-6.8,43
Whismur,Squirtle,36.63,43.44,-6.81,27
Phanpy,Zubat,37.47,44.28,-6.81,38
Larvitar,Squirtle,34.41,41.23,-6.81,36
Marill,Slakoth,38.74,45.56,-6.82,46
Elekid,Bulbasaur,36.56,43.38,-6.82,57
Torchic,Cyndaquil,33.38,40.22,-6.83,37
Voltorb,Psyduck,39.91,46.77,-6.86,36
Exeggcute,Magikarp,33.13,40.0,-6.86,43
Raticate,Mudkip,37.45,44.31,-6.86,29
Smeargle,Diglett,38.85,45.72,-6.87,42
Geodude,Sunkern,36.64,43.52,-6.88,41
Marshtomp,Mareep,37.39,44.27,-6.88,45
Larvitar,Charmander,34.07,40.96,-6.89,46
Marill,Sunkern,39.07,45.97,-6.91,35
Psyduck,Diglett,37.7,44.63,-6.93,44
Pikachu,Torchic,36.1,43.03,-6.93,33
Vulpix,Zubat,35.58,42.53,-6.94,26
Spearow,Magikarp,38.96,45.89,-6.94,34
Sandshrew,Vulpix,38.21,45.15,-6.94,38
Marill,Cacnea,38.77,45.72,-6.95,43
Exeggcute,Cyndaquil,35.96,42.91,-6.95,43
Sandshrew,Oddish,37.9,44.87,-6.96,45
Zubat,Chikorita,34.24,41.2,-6.96,29
Psyduck,Bulbasaur,35.63,42.59,-6.96,49
Pidgey,Treecko,34.77,41.77,-6.99,47
Exeggcute,Slowpoke,38.45,45.44,-6.99,42
Trapinch,Zubat,38.4,45.39,-6.99,52
Mareep,Charmander,34.39,41.39,-7.0,30
Smeargle,Chikorita,37.01,44.01,-7.0,33
Geodude,Treecko,35.6,42.61,-7.01,34
Phanpy,Treecko,36.53,43.53,-7.01,46
Slowpoke,Wingull,36.4,43.45,-7.05,41
Magnemite,Slakoth,39.44,46.49,-7.05,36
Eevee,Chikorita,35.0,42.08,-7.07,45
Oddish,Rattata,34.02,41.09,-7.07,40
Vigoroth,Totodile,38.52,45.6,-7.08,36
Geodude,Bulbasaur,35.22,42.3,-7.08,31
Mareep,Cacnea,35.44,42.53,-7.08,36
Porygon,Zubat,34.83,41.92,-7.09,37
Phanpy,Torchic,36.95,44.05,-7.09,37
Sunkern,Chikorita,34.27,41.36,-7.09,46
Onix,Chikorita,36.25,43.34,-7.09,46
Eevee,Vulpix,36.32,43.41,-7.09,48
Onix,Charmander,35.72,42.84,-7.11,35
Elekid,Chikorita,36.59,43.7,-7.11,43
Marshtomp,Vulpix,37.05,44.17,-7.12,37
Smeargle,Squirtle,36.64,43.77,-7.13,40
Magby,Sunkern,36.82,43.96,-7.14,43
Magnemite,Magikarp,35.19,42.35,-7.16,28
Zubat,Squirtle,33.8,40.96,-7.16,44
Mareep,Treecko,34.7,41.87,-7.17,39
Larvitar,Treecko,34.27,41.44,-7.17,41
Elekid,Marshtomp,38.89,46.08,-7.18,42
Oddish,Chikorita,34.33,41.52,-7.18,42
Eevee,Larvitar,35.88,43.06,-7.19,41
Mareep,Pidgey,36.0,43.2,-7.2,38
Voltorb,Magikarp,33.45,40.66,-7.21,35
Smeargle,Phanpy,39.86,47.09,-7.23,39
Eevee,Mareep,36.27,43.5,-7.23,43
Sandshrew,Squirtle,36.34,43.59,-7.24,40
Oddish,Sunkern,35.17,42.41,-7.24,51
Pikachu,Chikorita,35.3,42.55,-7.25,53
Cacnea,Rattata,33.42,40.69,-7.26,41
Whismur,Bayleef,39.44,46.71,-7.27,40
Vulpix,Cyndaquil,33.78,41.05,-7.28,37
Psyduck,Totodile,34.66,41.97,-7.31,41
Vigoroth,Charmander,38.74,46.05,-7.31,34
Meowth,Larvitar,35.88,43.19,-7.31,42
Sandshrew,Slowpoke,38.29,45.61,-7.32,45
Voltorb,Totodile,36.05,43.38,-7.32,39
Exeggcute,Treecko,36.3,43.64,-7.33,24
Pikachu,Sunkern,36.11,43.44,-7.33,40
Marill,Porygon,38.47,45.8,-7.34,42
Tentacool,Chikorita,33.45,40.8,-7.35,37
Wingull,Mudkip,33.58,40.98,-7.39,40
Meowth,Cacnea,35.44,42.84,-7.39,35
Vulpix,Pidgey,35.72,43.12,-7.4,41
Magnemite,Meowth,40.33,47.74,-7.41,43
Marshtomp,Rattata,35.02,42.42,-7.41,56
Loudred,Magikarp,37.67,45.08,-7.41,31
Magby,Slakoth,36.14,43.55,-7.41,35
Porygon,Tentacool,34.1,41.53,-7.42,44
Marill,Eevee,39.26,46.69,-7.42,36
Meowth,Cyndaquil,34.04,41.45,-7.42,40
Magnemite,Squirtle,38.32,45.77,-7.45,42
Exeggcute,Pidgey,37.52,44.97,-7.45,47
Marill,Bulbasaur,37.31,44.75,-7.45,44
Cubone,Bulbasaur,38.72,46.19,-7.46,24
Sandshrew,Magikarp,32.66,40.16,-7.5,33
Numel,Cacnea,35.02,42.53,-7.51,45
Diglett,Numel,36.1,43.61,-7.51,46
Vigoroth,Magikarp,35.37,42.89,-7.52,32
Slugma,Slakoth,39.84,47.37,-7.53,36
Sandshrew,Charmander,35.77,43.32,-7.55,39
Psyduck,Marshtomp,37.74,45.29,-7.55,42
Numel,Bulbasaur,34.01,41.57,-7.56,54
Zubat,Rattata,33.2,40.78,-7.58,41
Pidgey,Chikorita,34.2,41.78,-7.58,47
Cyndaquil,Totodile,31.18,38.77,-7.6,42
Larvitar,Cyndaquil,33.09,40.72,-7.62,41
Smeargle,Cacnea,37.02,44.64,-7.62,43
Geodude,Eevee,36.59,44.23,-7.64,39
Chansey,Porygon,36.58,44.24,-7.66,39
Pikachu,Mareep,36.31,43.97,-7.66,34
Diglett,Bulbasaur,34.19,41.86,-7.67,43
Pidgey,Slakoth,34.59,42.27,-7.68,54
Meowth,Totodile,33.56,41.25,-7.69,37
Voltorb,Charmander,36.12,43.83,-7.7,44
Larvitar,Tentacool,34.07,41.79,-7.72,32
Raticate,Totodile,36.31,44.05,-7.74,38
Onix,Mudkip,34.91,42.65,-7.74,31
Pikachu,Rattata,34.35,42.12,-7.78,29
Cacnea,Bulbasaur,33.0,40.78,-7.78,47
Exeggcute,Mudkip,35.17,42.97,-7.8,46
Mareep,Cyndaquil,33.35,41.14,-7.8,42
Porygon,Rattata,32.98,40.78,-7.8,50
Treecko,Squirtle,32.41,40.22,-7.81,36
Phanpy,Bulbasaur,35.42,43.23,-7.81,48
Slakoth,Rattata,32.72,40.53,-7.82,39
Pikachu,Eevee,36.3,44.15,-7.85,35
Slowpoke,Charmander,33.9,41.75,-7.85,44
Porygon,Cyndaquil,32.58,40.45,-7.87,44
Eevee,Charmander,33.71,41.58,-7.87,44
Phanpy,Totodile,34.73,42.61,-7.87,60
Chansey,Larvitar,36.63,44.51,-7.87,38
Larvitar,Rattata,33.15,41.04,-7.89,31
Smeargle,Bulbasaur,35.78,43.69,-7.9,39
Magnemite,Zubat,38.82,46.73,-7.92,41
Marill,Magikarp,33.49,41.42,-7.93,36
Porygon,Squirtle,33.02,40.96,-7.94,37
Porygon,Slakoth,33.74,41.68,-7.94,32
Magnemite,Porygon,38.79,46.73,-7.95,43
